m1,m2,N_idx,N,S1,S2,loss_S1_vs_N,lp_N_given_m1,lp_S1_given_m1,lp_N_given_m2,lp_S1_given_m2,loss_S2_vs_N,lp_S2_given_m2,lp_S2_given_m1,loss_rank1,loss_rank2,worst_rank_of_two,p_N_given_m1_decile,p_N_given_m2_decile,selected_for_human_testing
roberta,bert,3463,My thoughts are with his wife and kids,My thoughts are with his wife and kids,Your parents were with their husband and daughters,0.0,-44.13135147094727,-44.13135147094727,-47.0072135925293,-47.0072135925293,-12.631893157958984,-46.30218887329102,-56.76324462890625,98.0,48.0,98.0,8,7,False
roberta,bert,3476,And then everyone in the park started clapping,And then everybody in the classroom started smiling,By now everyone in the bar was allergic,-2.797447204589844,-52.31170654296875,-51.82379531860352,-48.57902526855469,-51.37647247314453,-8.158912658691406,-48.046302795410156,-60.470619201660156,85.0,71.0,85.0,5,6,False
roberta,bert,3499,The internet is a fantastic resource of information,This site is a reputable resource for information,The book is a groundbreaking piece of crafting,-7.259552001953125,-44.25381851196289,-43.91834259033203,-46.54672241210938,-53.8062744140625,-10.82516860961914,-46.50515365600586,-55.07898712158203,72.0,56.0,72.0,8,7,False
roberta,bert,3517,Telling my sister our mom had passed away,To my husband our mum sadly passed away,Telling my dads his mom has passed away,-9.077735900878906,-54.66730499267578,-54.529052734375,-54.82078552246094,-63.898521423339844,-9.022968292236328,-54.68046188354492,-63.69024658203125,64.0,65.0,65.0,5,3,False
roberta,xlm,75,I had no idea that it was him,I had no doubt that it was him,He had no idea if it was ever,-1.6236228942871094,-41.20745086669922,-40.92383575439453,-27.33266258239746,-28.95628547668457,-9.13518524169922,-27.26584053039551,-50.34263610839844,88.0,75.0,88.0,9,9,False
roberta,xlm,88,Jordan could have pulled it off as well,Weiner could have pulled this off as well,Alive would have taken me upstairs as well,-8.322719573974611,-50.97222137451172,-50.64752578735352,-43.920494079589844,-52.24321365356445,-13.671424865722654,-43.58572387695313,-64.64364624023439,58.0,55.0,58.0,6,5,False
roberta,xlm,95,You could have someone read the do now,You would then just flip them outwards horizontally,He could have climbed from a fatalities Der,-15.481361389160154,-59.15208435058594,-59.047157287597656,-49.362205505371094,-64.84356689453125,-21.364013671875,-48.755859375,-80.51609802246094,40.0,29.0,40.0,2,3,True
roberta,xlm,117,Those are just disgusting humans as a whole,Women are just imperfect humans as a whole,Pictures were of things packaged with a man,-1.9676170349121092,-54.686485290527344,-54.63724136352539,-49.14291381835938,-51.11053085327149,-18.529083251953125,-48.78382110595703,-73.21556854248047,86.0,36.0,86.0,4,3,False
roberta,xlm,219,Stories are just essays in a different form,Opinion some prior posts about a similar issue,Words are never compounded with the middle place,-26.831523895263672,-55.20301055908203,-55.02067184448242,-45.21252059936523,-72.0440444946289,-13.35210418701172,-45.17695236206055,-68.55511474609375,12.0,58.0,58.0,4,4,False
roberta,xlm,221,Play now while you are on a roll,Play now while you are on a roll,Play spanish while they are in the Van,0.0,-47.04266738891602,-47.04266738891602,-40.04769515991211,-40.04769515991211,-22.942928314208984,-39.427734375,-69.98558807373047,96.5,22.0,96.5,8,7,False
roberta,xlm,277,I did not understand your edit at all,I could not understand her predicament at all,I did not see miss fearing at work,-7.7212562561035165,-47.70148086547852,-47.103065490722656,-41.154884338378906,-48.87614059448242,-16.481578826904293,-41.003761291503906,-64.18305969238281,60.0,43.0,60.0,7,6,False
roberta,xlm,297,Well we are in the Walt Disney era,Nowhere they were in the Walt Disney era,Mean they live in the Walt Disney company,-4.378578186035156,-53.91501998901367,-53.6464729309082,-42.765846252441406,-47.14442443847656,-10.931243896484377,-41.934661865234375,-64.84625244140625,74.0,70.0,74.0,5,6,False
roberta,xlm,352,Hockey shut down before any cases were confirmed,Charlottesville shut down but other culprits not identified,Astronomical went down before any ships were perfected,-25.51313400268555,-62.46662902832031,-61.64212417602539,-56.75524520874024,-82.26837921142578,-21.82440185546875,-56.52577209472656,-84.2910385131836,15.0,26.0,26.0,1,1,False
roberta,xlm,436,Imagine saying that to someone in real life,After saying this to people in real life,While saying yes to someone in your life,-4.239517211914063,-47.60369873046875,-47.5186996459961,-35.96375274658203,-40.203269958496094,-2.0991249084472656,-35.946022033691406,-49.70283889770508,76.0,95.0,95.0,7,9,False
roberta,xlm,461,They believe that a lower level is impossible,Figures show that a lower standard is achievable,They say that the thirteenth plague is resilient,-10.803627014160156,-51.81235885620117,-51.44364929199219,-43.35993194580078,-54.16355895996094,-17.615882873535156,-43.28972625732422,-69.42822265625,50.0,37.0,50.0,6,6,False
roberta,xlm,496,Maybe have to minimize particle effects or something,Users need to override pixel masking or something,Had been to live nostrils scenes of something,-15.099102020263672,-64.24566650390625,-64.08509826660156,-61.39570999145508,-76.49481201171875,-25.19511413574219,-60.83667755126953,-89.44078063964844,41.0,20.0,41.0,1,0,False
roberta,xlm,525,They can hold the universe in their pocket,It can store these easily in your pocket,They could see a Penny in their mouths,-15.816398620605467,-51.6147689819336,-50.78860473632813,-38.33301544189453,-54.1494140625,-12.768787384033205,-37.48790740966797,-64.38353729248047,39.0,63.0,63.0,6,8,True
roberta,xlm,536,Because the egg industry is abusive to chickens,Why the charter industry is doing to education,Because the iron industry was indigenous to turkey,-14.578872680664062,-57.06579971313477,-56.1435661315918,-45.21931457519531,-59.79818725585938,-15.492794036865234,-44.660057067871094,-72.55859375,42.0,49.0,49.0,3,4,False
roberta,xlm,541,Just look for cards that are not specific,They look for cards that are very specific,Must look at films that are not on,-5.8554534912109375,-53.55387878417969,-52.737388610839844,-39.93589782714844,-45.79135131835938,-6.829357147216798,-38.9797477722168,-60.38322830200195,69.0,85.0,85.0,5,7,False
roberta,xlm,548,A waist is a terrible thing to mind,General antidepressants are a tricky substance to prescribe,My mom are a bad thing to hope,-31.22301483154297,-58.05778884887695,-58.05134201049805,-44.11156463623047,-75.33457946777344,-9.00727081298828,-43.90059661865234,-67.06509399414061,8.0,77.0,77.0,3,5,False
roberta,xlm,591,Make sure not to feed him after midnight,Make sure not to steal them after midnight,Be careful not to have her at the,-3.499359130859375,-50.14067459106445,-49.73897933959961,-40.66522216796875,-44.16458129882813,-9.05939483642578,-39.621864318847656,-59.200096130371094,80.0,76.0,80.0,7,7,False
roberta,xlm,618,Not really a fan of the stadium food,Students loved a lot of the vegan food,Never be a part of the terran food,-10.39163589477539,-55.5352554321289,-55.53094482421875,-44.7302360534668,-55.12187194824219,-15.712051391601562,-43.901161193847656,-71.24732971191406,51.0,47.0,51.0,4,5,False
roberta,xlm,666,Find something that clicks and stick with it,Find something that resonates and stick with it,Has something that comes and aches to him,-2.1307296752929688,-50.47719192504883,-49.10459518432617,-45.9405746459961,-48.07130432128906,-15.956459045410154,-45.422813415527344,-66.43367004394531,83.0,46.0,83.0,7,4,False
roberta,xlm,687,This would make the game worse for sure,This to make the process approachable for beginners,That would make his day worse for ever,-24.95248794555664,-50.89856338500977,-50.36970520019531,-39.22946548461914,-64.18195343017578,-7.09326171875,-38.31433868408203,-57.99185180664063,17.0,83.0,83.0,6,8,False
roberta,xlm,716,Chain hoist on a beam frame with roller,Parenthood screws and then taping studs with primer,Chain accumulating like a Berg scraping against Shore,-44.00908660888672,-73.69932556152344,-72.77838897705078,-62.10618591308594,-106.11527252197266,-25.66511535644531,-61.62927627563477,-99.36444091796876,2.0,19.0,19.0,0,0,False
roberta,xlm,764,I hope they actually gave it to Josh,I and they even sent these to friends,I hope she really gave it to the,-16.673126220703125,-52.9118766784668,-52.89198303222656,-39.25098419189453,-55.924110412597656,-3.860187530517578,-39.18294906616211,-56.77204895019531,38.0,91.0,91.0,5,8,False
roberta,xlm,796,But nothing about the general picture sounds good,But nothing about the Syria debacle looks easy,Because everything in the earth drum sounded different,-18.181983947753906,-58.67913055419922,-58.60551452636719,-50.08197784423828,-68.26396179199219,-11.798072814941404,-49.58927917480469,-70.47720336914062,34.0,65.0,65.0,3,2,False
roberta,xlm,805,China going to pump after earnings my dudes,China going to picky next earnings report dudes,Door come on locking lock emigrated Maud Mae,-12.105911254882812,-80.76181030273438,-79.8180160522461,-76.81909942626953,-88.92501068115234,-35.883575439453125,-76.19876098632812,-116.6453857421875,45.0,5.0,45.0,0,0,False
roberta,xlm,825,Leave it be or possibly lose a friend,Studio it yourself or consider enlisting a professional,Repeat that clockwise if I remained a nun,-20.858028411865234,-59.10895156860352,-58.64740753173828,-54.01666641235352,-74.87469482421875,-22.841949462890625,-53.9915771484375,-81.95086669921875,25.0,23.0,25.0,2,1,False
roberta,xlm,848,But economics is almost just another applied mathematics,This physics is essentially just hard math again,And so goes king richer of new bury,-7.229324340820312,-59.01628494262695,-58.47638320922852,-55.11344909667969,-62.3427734375,-26.327281951904297,-54.66960906982422,-85.34356689453125,65.0,17.0,65.0,2,1,False
roberta,xlm,895,It means keeping wage labor and profit alive,It for keeping casino capitalism and patriarchy intact,Which also equaled me mom and merry Pierce,-19.167850494384766,-64.46258544921875,-64.44168090820311,-59.3289909362793,-78.49684143066406,-30.296241760253906,-59.29257202148438,-94.75882720947266,30.0,9.0,30.0,1,1,False
roberta,xlm,937,I have come to collect my surface pro,You express consent to revoke your dishwasher entitlement,They have come to save our patches Swan,-46.73793411254883,-62.59571838378906,-62.03063201904297,-48.79238510131836,-95.5303192138672,-13.192176818847654,-48.68107604980469,-75.78789520263672,1.0,62.0,62.0,1,3,False
roberta,xlm,941,We have gotten use to a longer show,We have grown addicted to a crafting podcast,You had said people in the gamma Sands,-8.146766662597656,-56.61068344116211,-56.53616714477539,-49.67449188232422,-57.82125854492188,-26.456470489501953,-48.928184509277344,-83.06715393066406,59.0,16.0,59.0,3,3,False
roberta,xlm,1033,Maybe get off the internet for a bit,Also get off the internet for a bit,Would go to the mit for a week,-0.966949462890625,-46.7581901550293,-46.7458610534668,-38.03392028808594,-39.00086975097656,-16.652618408203125,-37.985511779785156,-63.41080856323242,89.0,42.0,89.0,8,8,False
roberta,xlm,1053,I said left cause its my non dominant,Enjoy the randomness spewed outta my inbox bandwagon,He said uncle will Ave my Josephine Ava,-38.25225067138672,-78.26095581054688,-77.61646270751953,-62.4395751953125,-100.69182586669922,-16.172698974609375,-62.00925827026367,-94.43365478515624,5.0,45.0,45.0,0,0,False
roberta,xlm,1059,Just letting you know how I did it,Yet now you know how we did it,Think because you like how he says it,-5.839859008789063,-43.12420272827149,-42.81145858764648,-35.78446960449219,-41.62432861328125,-7.9536170959472665,-35.50732040405273,-51.07781982421875,70.0,81.0,81.0,9,9,True
roberta,xlm,1105,A bit of lemon juice and salt mixture,Added dashes of lemon juice and chili flakes,A dish of lemon chicken with salt Cod,-24.12030029296875,-50.29469680786133,-50.170005798339844,-43.95016479492188,-68.07046508789061,-15.642829895019533,-43.7274169921875,-65.93753051757811,19.0,48.0,48.0,7,5,False
roberta,xlm,1111,There are strong candidates in each Senate election,There are unannounced candidates in either gubernatorial race,There were single candidates for us house elections,-8.587276458740233,-57.55051803588867,-56.49061584472656,-44.74718856811523,-53.33446502685547,-12.657310485839846,-44.64019012451172,-70.20784759521484,57.0,64.0,64.0,3,5,False
roberta,xlm,1182,And we have yet to see that happen,But we have yet to see that happen,And we have equipment to make them breathe,-0.8117828369140625,-41.4824447631836,-41.2682991027832,-36.114830017089844,-36.926612854003906,-16.77975845336914,-35.990966796875,-58.26220321655274,90.0,41.0,90.0,9,8,False
roberta,xlm,1196,Funny how you could be born in Iowa,Yorkers way people can feel safe in communities,Funny how we could go anywhere in Iowa,-24.712329864501953,-55.69073486328125,-54.92670822143555,-40.482418060302734,-65.19474792480469,-5.835494995117188,-40.455421447753906,-61.52622985839844,18.0,86.0,86.0,4,7,False
roberta,xlm,1225,I welcome them as Americans like everyone else,I welcome them as friends like anyone else,They heard themselves as willow and somebody else,-2.0895538330078125,-52.36212921142578,-51.0737190246582,-45.054542541503906,-47.14409637451172,-22.068626403808594,-44.98931884765625,-74.43075561523438,84.0,25.0,84.0,6,4,False
roberta,xlm,1286,That makes me less sweaty about being behind,It makes people less discerning when approving comments,That made me less perish about being in,-25.71865463256836,-60.97902297973633,-60.50324630737305,-48.06646347045898,-73.78511810302734,-9.156513214111328,-46.60826873779297,-70.13553619384766,13.0,74.0,74.0,2,3,False
