sentence_pair,subjects_majority_vote,sentence1,sentence2,probability_sentence1,probability_sentence2
Always ready to help a lady in need_I wish they would bring back the lever,1.0,Always ready to help a lady in need,I wish they would bring back the lever,-25.629151612520218,-31.628007650375366
An individual is made stronger by their collective_The resilience is made stronger by early adversity,2.0,An individual is made stronger by their collective,The resilience is made stronger by early adversity,-38.24794775247574,-43.51959949731827
And The Pacific Princess is a Large Ship_It saddens me a food source is disappearing,2.0,And The Pacific Princess is a Large Ship,It saddens me a food source is disappearing,-47.95270776748657,-45.21197182498872
And now that should have been a penalty_For everything I should have gotten a Crane,1.0,And now that should have been a penalty,For everything I should have gotten a Crane,-28.91178649663925,-45.03039240837097
Android defaults to encryption as a safety measure_I explained and apologised profusely to the parents,2.0,Android defaults to encryption as a safety measure,I explained and apologised profusely to the parents,-35.53456151485443,-36.41431703978742
Animated text is automatically extracted from each caption_Every paragraph is just copied from your manifesto,2.0,Animated text is automatically extracted from each caption,Every paragraph is just copied from your manifesto,-33.424983978271484,-40.705891132354736
Any and Joe both need to drop out_Transcript and resulted both ways to enable us,1.0,Any and Joe both need to drop out,Transcript and resulted both ways to enable us,-45.0008048415184,-55.45520377159119
Anyways I proceed to describe or life imprisonment_Apart we try to think where that was,2.0,Anyways I proceed to describe or life imprisonment,Apart we try to think where that was,-56.00658428668976,-41.94554886221886
Anyways I proceed to describe or life imprisonment_Honestly I had to look where that was,2.0,Anyways I proceed to describe or life imprisonment,Honestly I had to look where that was,-56.00658428668976,-31.174680709838867
Anyways maybe paragraphs probably end up of formatting_Yeah that name seems made up for sure,2.0,Anyways maybe paragraphs probably end up of formatting,Yeah that name seems made up for sure,-62.63825345039368,-40.54985153675079
Apparently it improves braking performance by a little_Body odor and bad breath make me gag,2.0,Apparently it improves braking performance by a little,Body odor and bad breath make me gag,-35.5017364025116,-33.94348931312561
As a Nets fan I love Ben Simmons_Census Bureau is that of a balance point,1.0,As a Nets fan I love Ben Simmons,Census Bureau is that of a balance point,-31.813636302947998,-39.641026973724365
Ask anyone will have anything to lose for_Asking questions would have something to contribute somehow,2.0,Ask anyone will have anything to lose for,Asking questions would have something to contribute somehow,-43.31654167175293,-45.11141160130501
Break away and concentrate on yourself for once_Break up and work on yourself for awhile,1.0,Break away and concentrate on yourself for once,Break up and work on yourself for awhile,-30.946419179439545,-28.075621604919434
Broadcasting the us airwaves San Alamos petroleum corp_Walsh of methamphetamine seaplane catapult malfunction schizophrenic sociopath,1.0,Broadcasting the us airwaves San Alamos petroleum corp,Walsh of methamphetamine seaplane catapult malfunction schizophrenic sociopath,-80.98620295524597,-93.44743882864714
Business prices are pretty much more to you_My prices are pretty reasonable compared to others,2.0,Business prices are pretty much more to you,My prices are pretty reasonable compared to others,-41.69586634635925,-28.18943077325821
Call me aching but I love this scent_Call me silly but I love this film,2.0,Call me aching but I love this scent,Call me silly but I love this film,-35.80470281839371,-24.27373570203781
Calm on the surface but paddling furiously underneath_How have you commented on literally every post,2.0,Calm on the surface but paddling furiously underneath,How have you commented on literally every post,-42.17195528745651,-41.192810505628586
Can not a bully him the only deepened_Try to keep concentration until your next activation,2.0,Can not a bully him the only deepened,Try to keep concentration until your next activation,-67.99061298370361,-35.052727699279785
Commenting up a autoimmune and uninteresting cholesterol memorabilia_Formula incorporates sodium salt with cubic acid catalyst,2.0,Commenting up a autoimmune and uninteresting cholesterol memorabilia,Formula incorporates sodium salt with cubic acid catalyst,-80.99768030643463,-66.26574683189392
Consider a variety of breweries to your selection_Was a pattern of lakes in your stare,1.0,Consider a variety of breweries to your selection,Was a pattern of lakes in your stare,-34.078356384299695,-50.786646127700806
Cornwallis gains tax loopholes publicist for her anymore_Never hears or reads anything from baby Doe,2.0,Cornwallis gains tax loopholes publicist for her anymore,Never hears or reads anything from baby Doe,-72.96690958738327,-42.278440952301025
Currently working as a Research Nurse full time_Have you ever made them into chicken nuggets,1.0,Currently working as a Research Nurse full time,Have you ever made them into chicken nuggets,-36.59726545214653,-30.162751579657197
Daily reminder that time is on our side_Probably going to be bombarded after this post,2.0,Daily reminder that time is on our side,Probably going to be bombarded after this post,-25.023982463404536,-34.57829976081848
Depends on the volatility of the stock though_The Nationals polled well in the rural areas,1.0,Depends on the volatility of the stock though,The Nationals polled well in the rural areas,-29.77119679749012,-42.38562488555908
Der railing on the causes and reasons unknown_Need documentation on the circumstances and reasons given,2.0,Der railing on the causes and reasons unknown,Need documentation on the circumstances and reasons given,-51.00262278318405,-39.89628767967224
Did compatriot antidepressants can deserve you all work_Via postal Mail address let us contact you,2.0,Did compatriot antidepressants can deserve you all work,Via postal Mail address let us contact you,-80.01507139205933,-46.7757693529129
Do you have annual for your cadets yet_So you need utilising in your smartest televisions,2.0,Do you have annual for your cadets yet,So you need utilising in your smartest televisions,-49.26447004079819,-62.80453425645828
Do you neighbours a favour and move out_Wow I never thought about it that way,2.0,Do you neighbours a favour and move out,Wow I never thought about it that way,-42.211003839969635,-19.339035093784332
